id,area,pop,density
25171,33.42783,2973,88.9378700
25172,30.81609,2638,85.6046305
25173,148.56265,2293,15.4345658
25174,12.37386,741,59.8843044
25175,6.22683,238,38.2216954
25176,21.35969,382,17.8841546
25177,28.79390,448,15.5588510
25179,21.21605,208,9.80389846
25180,9.84548,287,29.1504324
25181,17.05328,237,13.8976196
25182,12.59145,1373,109.042246
25183,62.88306,669,10.6387952
25185,107.07456,962,8.98439367
25186,47.46385,261,5.49892181
25189,9.91409,3029,305.524763
25190,20.70720,340,16.4194096
25191,32.75448,425,12.9753242
25192,25.18851,1059,42.0429791
25193,4.17144,966,231.574708
25194,18.74635,509,27.1519522
25196,93.51382,139,1.48641131
25197,12.34037,170,13.7759240
25200,41.55149,374,9.00088059
25201,87.07475,117,1.34367310
25202,34.76900,133,3.82524662
25203,15.17653,12185,802.884453
25204,86.01036,1912,22.2298802
25205,8.17012,734,89.8395617
25206,12.63485,350,27.7011598
25207,17.87576,8914,498.664112
25208,106.23605,408,3.84050423
25209,105.25690,2145,20.3787115
25210,30.19600,1698,56.2326135
25211,8.27253,867,104.804696
25212,12.68515,350,27.5913174
25215,30.81780,689,22.3572091
25216,30.10187,257,8.53767556
25217,88.13556,16481,186.996032
25218,13.10495,100,7.63070442
25219,7.81991,182,23.2739251
25220,27.64914,1526,55.1915900
25221,8.76862,143,16.3081533
25222,15.58836,73,4.68298140
25223,93.51731,1215,12.9922471
25224,13.27775,149,11.2217807
25225,24.19025,882,36.4609708
25226,27.75260,293,10.5575693
25227,165.72926,748,4.51338526
25228,23.45354,4630,197.411563
25230,40.74679,2166,53.1575616
25231,10.82697,703,64.9304468
25232,50.64746,2253,44.4839681
25233,5.81495,379,65.1768286
25234,302.86403,6026,19.8967173
25238,34.72199,241,6.94084642
25239,169.42333,817,4.82224024
25240,27.15832,1868,68.7818686
25242,35.87972,933,26.0035474
25243,211.30382,5459,25.8348381
25244,19.64056,510,25.9666730
08171,13.46675,2565,190.469118
25245,58.58755,552,9.42179695
08172,1.98351,27866,14048.8326
25247,15.38633,151,9.81390624
25248,13.84280,1168,84.3759932
25249,53.58108,213,3.97528381
08174,0.41544,512,1232.42826
25250,104.92858,414,3.94554086
25251,8.50229,941,110.676064
25252,19.15916,732,38.2062679
08175,46.25020,4123,89.1455604
25253,18.87671,185,9.80043662
08176,31.56513,198,6.27274463
25254,21.42362,1054,49.1980346
25255,37.53644,499,13.2937486
08180,4.40994,37648,8537.07760
25901,56.50059,356,6.30081915
25902,34.86040,674,19.3342589
25903,108.59144,308,2.83631932
25904,63.09076,175,2.77378177
25905,54.33958,446,8.20764532
25906,123.93201,291,2.34806165
25907,89.30077,590,6.60688592
25908,102.41925,254,2.48000253
25909,106.37748,200,1.88009717
08193,17.73271,1292,72.8597039
25910,68.65754,122,1.77693520
25911,56.22417,523,9.30204927
25912,56.33097,1111,19.7227209
25913,12.36573,97,7.84425990
53055,0.05614,,
43001,73.32830,903,12.3144815
43002,19.60391,2303,117.476564
43003,20.41338,459,22.4852523
43004,47.10833,9494,201.535482
43005,46.36045,5095,109.899709
43006,20.29869,863,42.5150588
43007,26.20126,887,33.8533337
43008,64.17789,371,5.78080706
43009,38.08169,1844,48.4222207
43010,7.23978,405,55.9409263
43011,6.03823,1401,232.021635
43012,6.93910,5034,725.454309
43013,67.30398,7102,105.521248
43014,138.57886,20654,149.041491
43015,20.94086,125,5.96919133
43016,14.23179,5520,387.864070
43017,9.96431,136,13.6487122
43018,42.96164,472,10.9865452
43019,74.45411,1695,22.7657009
43020,12.19045,3091,253.559138
43021,26.36761,478,18.1283021
43022,127.85530,1967,15.3845792
43023,9.01971,296,32.8170196
43024,8.27892,2190,264.527257
43025,62.31712,708,11.3612439
43026,23.20797,1218,52.4819706
43027,14.09942,208,14.7523798
43028,32.76695,3466,105.777315
43029,14.51057,393,27.0837051
43030,25.04461,639,25.5144719
43031,8.33889,2070,248.234477
43032,34.70516,615,17.7207078
43033,11.97315,1120,93.5426349
43034,6.38233,668,104.663970
43035,31.26647,326,10.4265048
43036,26.85899,1113,41.4386393
43037,20.18743,24289,1203.17445
43038,35.23939,33273,944.199090
43039,13.42029,112,8.34557226
43040,22.42589,392,17.4797967
43041,42.83409,253,5.90651044
43042,5.15764,2851,552.772198
43043,26.52940,4211,158.729560
43044,108.84575,5654,51.9450690
43045,14.40599,171,11.8700623
43046,29.09991,116,3.98626662
43047,31.43568,6439,204.830943
43048,53.57179,1080,20.1598639
08010,17.90435,5596,312.549743
43049,63.00931,966,15.3310677
43050,10.42895,3467,332.439986
43051,9.74995,11808,1211.08313
43052,32.53926,1190,36.5712065
43053,13.65668,242,17.7202658
43054,57.25824,3791,66.2088111
43055,32.07681,2834,88.3504313
43056,56.57893,1004,17.7451217
43057,16.02930,40,2.49543024
43058,18.70391,105,5.61379946
43059,22.71268,341,15.0136399
43060,116.20032,3677,31.6436305
43061,16.56846,47,2.83671505
43062,17.41432,396,22.7399060
43063,27.47771,748,27.2220647
43064,71.18335,2999,42.1306386
43065,52.13886,601,11.5269110
43066,3.02932,193,63.7106677
43067,15.74945,778,49.3985504
43068,34.00810,631,18.5544032
43069,13.40102,237,17.6852209
43070,11.78520,273,23.1646471
43071,119.08531,1189,9.98443888
43072,6.80114,123,18.0852033
08217,5.58670,33502,5996.74226
43073,23.43147,96,4.09705409
43074,5.90343,2323,393.500049
43075,34.68473,97,2.79661972
43076,16.20045,586,36.1718347
43077,79.45236,605,7.61462592
43078,14.60076,1088,74.5166689
43079,6.50402,502,77.1830344
43080,3.64572,290,79.5453298
43081,3.57522,774,216.490174
43082,15.81650,494,31.2332058
43083,3.96835,178,44.8549145
43084,32.46892,737,22.6986299
43085,23.01441,282,12.2531926
43086,91.58085,7290,79.6017944
43088,10.59553,2779,262.280414
08042,28.72300,2873,100.024370
43089,19.38913,400,20.6301159
43090,72.45377,1397,19.2812603
43091,34.56509,166,4.80253342
08046,12.25817,18158,1481.29777
43092,63.65782,11521,180.983263
08047,66.52142,4775,71.7813901
43093,44.96781,5574,123.955336
08048,11.34886,791,69.6986305
43094,15.81579,3104,196.259560
43095,5.89781,3550,601.918339
43096,53.26245,153,2.87256782
43097,4.26443,546,128.035868
43098,10.74651,453,42.1532199
43099,38.28970,363,9.48035633
43100,5.45967,4597,841.992281
43101,27.33482,161,5.88992354
43102,43.80277,580,13.2411717
43103,9.69828,1282,132.188388
43104,100.81431,2903,28.7955152
43105,22.54440,207,9.18188108
43106,57.59208,1014,17.6065875
43107,8.09908,500,61.7354069
43108,35.14284,2294,65.2764546
43109,6.25608,3771,602.773621
43110,43.26881,333,7.69607484
43111,12.31228,2806,227.902549
43112,13.78889,374,27.1232854
08204,10.80218,4024,372.517399
43113,21.58895,515,23.8547960
43114,28.82587,445,15.4375219
08205,48.28437,88921,1841.61044
43115,21.95416,174,7.92560498
43116,33.03805,587,17.7673924
43117,26.42254,177,6.69882607
43118,36.07272,691,19.1557498
43119,9.60910,1121,116.660249
43120,72.03561,543,7.53793852
43121,51.03120,819,16.0490053
43122,8.42387,148,17.5691220
43123,53.06875,103615,1952.46731
43124,8.04454,594,73.8389019
43125,99.64688,1156,11.6009653
43126,8.77398,1694,193.070875
43127,17.08558,1116,65.3182391
43128,19.53643,1169,59.8369302
43129,32.41770,6591,203.314855
43130,8.57193,251,29.2816203
43131,16.35921,6391,390.666786
43132,8.37255,492,58.7634591
43133,137.49674,8165,59.3832261
08003,9.69172,9632,993.838039
43134,2.28868,398,173.899365
08004,13.67777,294,21.4947319
43135,12.26742,540,44.0190357
43136,52.28979,14718,281.469862
43137,23.29219,2543,109.178226
43138,28.40576,3774,132.860377
43139,34.10764,2726,79.9234423
43140,9.47335,3260,344.123251
43141,67.73030,120,1.77173288
43142,52.17311,1587,30.4179681
43143,14.84992,59,3.97308537
43144,17.84755,1692,94.8029281
43145,35.26221,5591,158.555008
43146,11.89871,51,4.28617892
43147,21.31930,619,29.0347244
08005,14.15248,8337,589.084033
43148,55.95654,131094,2342.78245
08006,6.70245,15253,2275.73499
43149,53.59696,887,16.5494460
43150,209.18004,1684,8.05048129
43151,7.16627,134,18.6987093
43152,27.96151,635,22.7097892
08248,13.99603,7049,503.642818
43153,8.67784,15460,1781.54932
43154,13.22319,153,11.5705816
43155,219.56615,33743,153.680337
43156,127.06946,6368,50.1143233
43157,38.06095,401,10.5357328
43158,13.35107,110,8.23904001
43159,10.95479,94,8.58072131
43160,16.63804,1645,98.8698188
08007,20.75975,8638,416.093642
43161,55.45098,24285,437.954387
43162,102.93919,6143,59.6760087
08001,20.03461,12216,609.744836
43163,36.66671,36482,994.962460
08002,43.31611,253,5.84078302
43164,18.19314,421,23.1405903
08008,47.49811,227,4.77913752
43165,18.22756,760,41.6951034
08011,27.19246,2257,83.0009495
43166,9.09804,2255,247.855582
08020,50.47337,6736,133.456513
43167,17.35911,542,31.2227988
08012,62.90040,2212,35.1667080
43168,21.35723,118,5.52506106
08013,29.39902,1665,56.6345408
43169,23.30775,590,25.3134686
08014,7.93355,2467,310.957894
43170,33.09328,1255,37.9231070
08015,20.97550,215634,10280.2793
43171,21.80132,21935,1006.13173
08032,0.79807,2766,3465.86139
43172,12.54824,452,36.0209878
08016,43.16321,2162,50.0889530
43173,5.25748,135,25.6777011
08017,17.27350,3705,214.490404
43174,5.55593,193,34.7376586
08249,3.38004,374,110.649578
43175,67.32609,658,9.77332858
08250,27.72223,9611,346.689281
43176,65.59362,954,14.5440974
08018,36.88056,3285,89.0713156
43177,26.46259,430,16.2493542
08019,99.24794,1608746,16209.3641
43178,10.91035,1918,175.796376
08021,31.11109,75,2.41071592
43901,107.84855,11544,107.038991
08022,22.56967,16175,716.669760
43902,61.11920,3516,57.5269309
08023,29.19262,8915,305.385402
43903,29.86085,3349,112.153538
08024,46.89001,495,10.5566196
43904,30.23381,4250,140.571102
08025,47.42473,2014,42.4672950
43905,15.16973,26386,1739.38494
08026,41.24699,263,6.37622284
43906,35.62749,3322,93.2426056
08027,1.19145,943,791.472575
43907,7.33079,5846,797.458391
08028,17.11970,1351,78.9149342
08050,32.93786,176,5.34339510
08029,9.03869,4553,503.723437
08030,6.99680,7287,1041.47610
08043,14.01485,4407,314.452170
08031,9.27017,3424,369.356764
08033,37.70694,17137,454.478671
08045,34.35890,93,2.70672227
08034,33.08046,953,28.8085474
08040,6.34966,14284,2249.56926
08035,7.92347,18317,2311.73967
08036,37.18480,191,5.13650739
08041,6.77283,15937,2353.07840
08037,5.72769,2418,422.159718
08038,12.41239,2057,165.721508
08039,7.42720,470,63.2809133
08044,2.92482,5227,1787.11852
08049,29.37066,1528,52.0247076
08051,45.24110,23633,522.378987
08052,47.24808,157,3.32288634
08053,28.50169,3584,125.746929
08054,31.03450,12277,395.592002
08055,34.05516,726,21.3183552
08206,6.30670,973,154.280368
08056,12.96060,64892,5006.86696
08057,24.69103,69,2.79453712
08066,16.40389,1807,110.156798
08067,15.37359,7410,481.995422
08068,24.21078,8861,365.993991
08069,18.09600,4396,242.926613
08070,15.16043,349,23.0204552
08058,47.26946,2193,46.3935911
08059,59.47816,448,7.53217651
08060,26.32843,165,6.26698971
08071,18.72599,300,16.0205148
08072,18.31453,14168,773.593425
08061,17.22640,1995,115.810616
08062,29.18055,1287,44.1047204
08063,25.39267,573,22.5655671
08073,6.83092,86072,12600.3525
08064,31.80783,2351,73.9126183
08065,28.75029,1545,53.7385883
08074,13.50798,14608,1081.43482
08087,16.22453,187,11.5257576
08075,40.84151,5154,126.195138
08076,27.36117,21766,795.506917
08077,4.56066,45733,10027.7152
08088,19.09939,15912,833.115612
08078,35.39682,247,6.97802796
08079,10.26562,404,39.3546614
08080,29.72127,40,1.34583750
08135,3.88450,8784,2261.29488
08081,39.93917,462,11.5675914
08091,26.72639,7238,270.818468
08082,32.33459,1452,44.9054711
08092,6.83967,4829,706.028214
08093,36.64281,29,0.79142402
08136,10.26499,16218,1579.93334
08137,26.80252,320,11.9391758
08138,76.02898,5957,78.3517022
08083,10.93179,2298,210.212600
08140,5.50941,5988,1086.86774
08141,80.73727,6045,74.8724845
08084,52.23192,1401,26.8226785
08094,6.43068,2091,325.160014
08085,37.09151,1363,36.7469536
08086,29.78823,19417,651.834634
08089,31.04272,46266,1490.39774
08090,39.65297,160,4.03500670
08095,23.90115,79,3.30528028
08096,14.99134,60174,4013.91736
08097,23.17729,1426,61.5257435
08098,37.17130,3141,84.5006765
08099,61.42616,897,14.6028988
08100,51.26458,2559,49.9175063
08101,13.64443,254804,18674.5800
08102,8.21687,38987,4744.75073
08103,31.11189,831,26.7100455
08108,10.79291,6370,590.202271
08104,52.53038,872,16.5999179
08105,3.01409,13247,4395.02470
08106,27.70173,9717,350.772316
08107,22.39879,14759,658.919521
08109,53.52872,280,5.23083682
08110,8.76454,18295,2087.38849
08142,24.90426,151,6.06321970
08143,52.19982,3607,69.0998551
08111,11.03062,267,24.2053483
08112,17.26809,20104,1164.22835
08113,41.68563,74752,1793.23186
08120,25.33098,8984,354.664525
08121,22.38706,125517,5606.67635
08114,12.91733,27645,2140.14815
08115,3.64966,4725,1294.64114
08116,16.23179,714,43.9877548
08130,22.18079,119,5.36500277
08117,23.06600,3170,137.431717
08118,3.23597,23119,7144.38020
08119,17.18083,8386,488.102146
08122,48.13239,2282,47.4109014
08207,10.74723,2599,241.829755
08123,15.87946,25359,1596.96866
08124,10.81915,51491,4759.24633
08125,23.52777,34802,1479.18821
08134,14.96820,1092,72.9546638
08126,2.85995,11621,4063.35775
08127,11.93124,2867,240.293548
08128,22.02424,699,31.7377580
08129,40.55986,604,14.8915701
08131,4.85375,931,191.810455
08132,76.15218,471,6.18498380
08133,13.62054,151,11.0861977
08139,47.74086,219,4.58726549
08144,35.46163,855,24.1105668
08146,30.82989,1723,55.8873223
08147,16.67865,23645,1417.68068
08145,30.13012,3529,117.125321
08153,5.62861,702,124.719957
08148,38.87448,3569,91.8083020
08149,29.04899,1185,40.7931566
08150,27.07752,310,11.4486112
08151,68.88587,547,7.94067056
08152,15.33585,139,9.06372975
08155,16.48970,9133,553.860894
08156,15.08784,14494,960.641152
08210,15.05311,5968,396.462923
08157,8.48087,11348,1338.07026
08159,9.08323,18837,2073.82175
08158,8.86780,4075,459.527729
08167,8.82919,8300,940.063584
08160,16.00213,411,25.6840808
08161,57.31370,15001,261.734977
08162,33.51848,2891,86.2509278
